block,HHI
11424247,919.3155482522956
11424285,918.8002979433709
11424354,917.8857514060247
11424418,917.9326099539232
11424489,917.8034680100709
11424589,917.749832874139
11424659,844.1618441460663
11424709,844.0049376159258
11425016,847.301143274227
11425071,874.7203090223164
11425203,874.6386264821032
11425294,889.7545776281967
11425303,899.0511761746646
11425338,882.5243841686445
11425592,875.1295481057725
11425856,879.4534822170822
11426117,887.2781507602975
11426169,904.013247974021
11426264,906.4801184373848
11426302,906.4650923200977
11426389,906.3785257635564
11426394,889.7705189887351
11426401,889.6306945286834
11426631,906.3947621916793
11426716,901.4235738548379
11426809,902.0942038122789
11426813,902.0770866866918
11426824,905.6773960639096
11426953,889.2328858692176
11427149,892.2246205112474
11427214,909.4279867325866
11427305,909.9339492288517
11427370,910.447993742812
11427384,911.6990791182094
11427605,911.4488816921652
11427610,911.4445335091507
11427619,682.358004633454
11427720,681.9092291184563
11427758,681.9939490690379
11427763,668.3964733613086
11427867,667.9657715444748
11427947,655.2850135323447
11428029,652.9691522532758
11428196,655.0566229609176
11428297,647.9907993466466
11428322,647.0574679275514
11428374,645.3113348038114
11428446,645.2815079813515
11428555,631.4803639828855
11428619,628.9753432113943
11428744,631.4732616527176
11428794,629.9883209770766
11428799,633.1186731227598
11428826,632.659665378347
11428856,639.8867089212215
11428862,640.8013126069983
11428885,639.7983068250278
11429060,638.3044750105935
11429085,638.296985302459
11429122,627.1633251097265
11429215,626.4311130103134
11429219,625.3865851693156
11429444,625.4971433012242
11429514,610.0954070539548
11429569,609.9805393318595
11429643,609.96510592414
11429702,620.8427759906081
11429724,614.5078899715664
11429837,626.0701577246284
11429943,626.0664612959231
11429957,626.0597241908762
11430084,624.4358624036789
11430146,624.3990461450603
11430205,613.6824115454405
11430299,612.3342462286565
11430307,610.4023931696913
11430314,607.6553775769931
11430327,605.3404203475008
11430512,606.3795855348458
11430644,606.7295342155593
11430949,605.822659438058
11431122,596.1895719029623
11431197,596.1899136141105
11431404,596.0247922698836
11431771,582.8335344018133
11431886,573.2134214510759
11432053,573.5701500326039
11432662,573.499018544448
11432709,583.2356986871628
11432925,583.1290381942439
11432939,583.2025160102581
11433071,583.2018537391311
11433080,583.2651519282547
11433099,572.970123952504
11433101,571.7595887652731
11433157,571.0985363510359
11433193,571.0921249667093
11433235,561.8814989221206
11433317,560.0300693679819
11433367,562.8447897653082
11433521,568.4259047661603
11433594,562.5478500502752
11433599,564.1526774612793
11433679,564.2142342964261
11433692,564.2108849136683
11433705,573.8952706234525
11433871,573.7830958035329
11433923,575.6180068492758
11434193,575.5214820020522
11434399,575.9103819225079
11434461,573.3481002489353
11434598,563.6233171147574
11434783,560.3085425651127
11434836,547.8884061964089
11434859,549.0421761229261
11434906,553.4078013633394
11434966,553.9781595398749
11434979,562.6833785978284
11434988,563.5759219906405
11434991,574.1423269279275
11435020,586.1128533545725
11435029,590.5175174438332
11435038,599.5132108108502
11435101,598.4149295671726
11435105,600.7689346614992
11435112,611.9628435021052
11435240,611.8909142578157
11435302,614.4862605073498
11435325,615.8323519814566
11435371,617.2341712129185
11435412,616.5605335500437
11435415,617.911798902709
11435450,617.8387906114438
11435677,617.7512070773361
11435735,617.6418929842637
11435994,613.810245850097
11436005,1017.0455470490094
11436289,1016.945754707295
11436306,1016.9802823735644
11436569,1016.1864037790023
11436802,1016.1846354151404
11436838,1016.320013208989
11436848,1020.7676878198481
11437168,1023.2764677128491
11437239,1025.0158921965938
11437332,1024.9934997214255
11437388,1025.417764933766
11437470,1025.6269887101232
11437567,1024.987633975948
11437941,1024.4979763100341
11438011,1024.5194392604217
11438061,1030.9933477332477
11438111,1033.1338612373274
11438215,1030.4017982921841
11438304,1030.9752979130044
11438369,1030.7946378698769
11438373,1032.4347730004656
11438403,1032.6158650362365
11438491,1023.9775898887226
11438515,1032.6158650362365
11438586,1032.6068286025877
11438775,1022.5374382778401
11438784,1014.5423883695884
11438790,996.023149277076
11438841,995.8228431002947
11438842,986.8474060664527
11438859,987.0151211275463
11439095,986.9840280031532
11439312,967.3681330040852
11439469,959.7556983262423
11439622,1022.9221276553767
11439714,1041.2659334817554
11439731,1059.2476782937897
11439744,1071.3219107124842
11439837,1074.2267462029336
11439872,1074.3735831295644
11439948,1051.855836515189
11440048,1051.724662556735
11440067,1051.6777897551588
11440147,1052.178031297368
11440198,1053.106520359168
11440279,1050.3128270587472
11440293,1045.988961682819
11440344,1045.4655992629628
11440400,1045.9889616625712
11440431,1045.942498606101
11440468,1037.3917024665523
11440478,1049.642594718282
11440481,1050.7635180243728
11440484,1050.7632227832576
11440494,1050.8100082169601
11440514,1050.8103034777969
11440524,1050.7635180827024
11440725,1050.7632228423488
11440883,1050.7165632769352
11440913,1050.7118848010377
11440943,1050.7165632747308
11441124,1035.0840327470976
11441131,1035.9738241251594
11441144,1041.4319374956901
11441159,1041.2015685871647
11441354,1041.4312384588768
11441441,1041.477390650888
11441452,1040.76417516097
11441483,1032.127209626219
11441498,1023.0234635231235
11441619,1003.919548771824
11441734,1003.9021118266877
11441947,1003.9892952602399
11442299,1004.5068269741065
11442341,1004.7423726491062
11442525,1015.0391064700045
11442909,1017.6914491323253
11442969,1016.0556459293446
11443304,1031.2246368850679
11443333,1032.274821469122
11443340,1033.1843976622279
11443541,1048.4104154186298
11443762,1069.94076964387
11443762,1069.94076964387
11443785,1082.0915933553977
11443803,1088.5556827399046
11443946,1063.9193286385946
11444403,1064.2188730090152
11444738,1078.213129281262
11445023,1078.1645030827856
11445255,1078.1077146220284
11445563,1078.096746763486
11445620,1076.1597216158855
11445875,1076.1596327498075
11445987,1076.1111466932218
11446096,1094.3734044703328
11446108,1088.8163194519097
11446111,1090.7269092415188
11446228,1088.7569845499152
11446324,1088.8050178494389
11446353,1115.5015214441073
11446396,1128.549838280241
11446397,1125.443795952311
11446455,1125.2873557906275
11446470,1125.1834462223433
11446688,1124.975714323627
11446707,1123.2466257074323
11446745,1123.0651598009044
11446763,1123.363458264213
11446797,1109.0052713200398
11446928,1108.9239543015565
11447076,1107.7429271830538
11447109,1107.6838792295785
11447150,1109.644404082499
11447188,1112.626819737754
11447372,1113.9441974899528
11447779,1115.5170538328189
11448323,1116.4684909767072
11448483,1115.9790689046267
11449589,1122.0347575115222
11449716,1120.855800329251
11449772,1119.6840909066077
11449822,1122.0347575115222
11449895,1119.68410652687
11449986,1105.3650895702858
11450069,1095.534424535567
11450085,1095.3431497623885
11450089,1095.2513135493036
11450317,1095.3381978466414
11450422,1095.6373956510442
11450513,1095.45661127437
11451163,1095.4536776012499
11451811,1117.724806594654
11452059,1117.6115780482883
11452576,1116.5829477724542
11453408,1116.3624462344358
11453443,1121.4102124224826
11453510,1090.453974408858
11453679,1089.9531406617991
11453721,1089.375002254676
11453726,1089.3502103331216
11454009,1089.3456410934393
11454054,1090.3317857217755
11454073,1089.8359494611682
11454107,1089.34144160275
11454123,1090.3341468720314
11454168,1088.9563328852953
11454277,1088.906785781436
11454297,1093.397858367409
11454422,1168.3867870139873
11454520,1166.594086189961
11454605,1136.0496996156428
11454760,1134.9897609875889
11454985,1134.4608851617977
11455243,1131.9716962576003
11455706,1128.9843699401013
11455784,1127.0145520766919
11455792,1126.8398295143243
11455989,1126.6325758151268
11456062,1126.5234382759702
11456145,1126.5769718939312
11456192,1126.468062191928
11456371,1126.2689690101474
11456433,1097.7458323783894
11456754,1097.7130241938876
11456759,1097.6301104540432
11456799,1097.1229196506126
11457150,1073.934429722983
11457166,1097.1229196506126
11457329,1097.1229196423255
11457332,1096.5437910253834
11457877,1143.6178000357156
11458064,1139.6195469971528
11458534,1139.5695994022346
11458803,1138.6358870962667
11458842,1139.5695994022346
11458891,1138.581377835831
11459155,1136.80119663157
11459499,1139.3735109858062
11459551,1139.1340592273614
11459808,1138.6879833871724
11460129,1172.4645448281917
11460165,1172.573498713743
11460308,1172.7034222485315
11460692,1170.5248598957069
11460736,1170.9935026499354
11460865,1170.4530044240958
11460983,1170.5470146879059
11461131,1173.2677153604748
11461227,1170.8875649958582
11461252,1170.8781749083103
11461271,1169.9423578614105
11461422,1183.246849826384
11461447,1178.577990542988
11461501,1178.5174413743314
11461601,1178.500952896092
11461668,1175.068154549876
11461698,1168.3934078101597
11461703,1167.5913463912893
11461747,1167.5866837733465
11461769,1159.7938076266691
11461770,1097.763606268562
11461893,1097.679178194168
11461996,1077.6867640355415
11462219,1074.6530816073944
11462374,1074.6522600768133
11462375,1074.714204787626
11462388,1108.413524370925
11462400,1088.7955301144443
11462480,1088.7061771205736
11462509,1088.7028147455578
11462536,1090.5094330277368
11462949,1090.269577812685
11463021,1089.9276457591363
11463028,1089.7720515157355
11463098,1068.0901227273348
11463187,1092.469248237221
11463187,1092.469248237221
11463477,1092.8124337154939
11463677,1094.0639745892745
11464172,1093.9810402858132
11464587,1094.4020729504134
11464643,1101.5328914308966
11465015,1099.6628500930544
11465046,1112.2449957223723
11465067,1114.1070989301966
11465193,1116.7459517352352
11465257,1100.0774267281615
11465407,1099.9666742331972
11465521,1099.1236265024293
11465529,1090.375817667595
11465536,1083.542662273096
11465645,1085.0822136927222
11465784,1087.7923335344728
11465820,1087.733507940148
11465915,1077.7149108507901
11465988,1077.5919362141972
11465998,1076.6506712761086
11466133,1080.7155956951492
11466195,1152.9520525734683
11466398,1159.5243429056668
11466517,1160.4542304362426
11466550,1158.229500484295
11466584,1145.5305667749724
11466705,1144.790682565282
11466705,1144.790682565282
11466720,1142.216918279337
11466742,1129.7845916335652
11466811,1126.5491932603031
11466920,1112.2679829950048
11467106,1110.4448038395099
11467116,1112.68504179301
11467193,1112.6798992103415
11467264,1111.6964163162227
11467340,1095.0234469840982
11467383,1111.6964163162227
11467528,1104.4308134298544
11467787,1104.2890276925866
11467881,1104.2881643517587
11467947,1103.8910506829372
11468313,1093.2165347961432
11468473,1093.1091009976824
11468513,1094.8083751090278
11468517,1070.0023543853922
11468531,1016.0219635509633
11468547,1045.6827269405276
11468561,1069.0194197813182
11468578,1053.4327068468046
11468584,1054.8886918058201
11468611,1067.391049601293
11468625,1070.0023543853922
11468664,1069.4698974339472
11468682,1045.6970096827577
11468711,1068.0584126974134
11468755,1045.3189254844954
11468772,1068.7576273970624
11468791,1068.7255062801423
11468809,1045.8903995889018
11468822,1042.2484708728932
11468826,1065.1959338911965
11468848,1053.4008859145713
11468855,1057.1350424440457
11468858,1061.6642980548156
11468877,1069.4698974339472
11469076,1071.3537107037346
11469163,1053.3075941610382
11469554,2228.320973679187
11469635,2242.1779206498272
11469905,2228.640451897857
11470009,2244.1422010636334
11470054,2252.4584640114376
11470073,2249.9638678734127
11470575,2246.2455580883548
11470575,2246.2455580883548
11470639,2250.483198633628
11470735,2250.5989111380377
11470834,2250.597662827176
11470850,2253.0933139346325
11470893,2252.9237866137137
11471058,2291.9328502457597
11471171,2291.955695509829
11471463,2291.814577418391
11471465,2291.8259993635993
11471835,2304.4731016164637
11471981,2245.3783172912945
11472053,2242.654494091735
11472410,2230.490922487335
11472427,2155.8932066374314
11472530,2152.049534939917
11472545,2118.1411026043406
11472781,2117.774647373256
11472929,2117.4360835196358
11472937,2115.1660067014286
11472987,2115.0470883448825
11473027,2084.5700107476614
11473035,2083.2306548992988
11473131,2086.8901924047796
11473165,2083.0159673214616
11473278,2075.8415430705745
11473376,2075.8352491970973
11473383,2075.7248315144025
11473415,2075.8352491970973
11473557,2073.0158088775693
11473674,2051.4293282940466
11474182,2019.8885625320274
11474274,2017.8283917563035
11474558,2017.193956448097
11474612,2017.1837989383102
11474799,2019.2360210910012
11475180,2012.4342026185464
11475336,2014.9434888918759
11475389,2014.597597487907
11475415,2012.4893221073937
11475453,2003.690789027028
11475456,2003.6687836674953
11475603,2019.0002303765602
11475702,1933.5916787486392
11475713,1923.4285997781783
11475721,1938.1184371317224
11475774,1928.340476931626
11475792,1928.3394897762698
11475960,1905.3837731795022
11476012,1921.9577542491725
11476025,1912.5480239243243
11476083,1912.5236521860616
11476599,1911.933588779087
11476638,1916.5838103284516
11476642,1915.4169041343287
11477034,1908.7641751536653
11477090,1908.764165434275
11477136,1908.1994858308535
11477153,1905.4266607923698
11477163,1905.312799869881
11477184,1904.0542625614496
11477510,1903.4833991282967
11477537,1902.097946814171
11477770,1900.0649129330732
11477848,1899.7754309905713
11478126,1740.258825092871
11478147,1740.7470959041063
11478175,1741.3942731885675
11478406,1609.9401173377976
11478554,1611.4761174073149
11478594,1614.7380747950508
11478610,1617.918683524468
11478622,1618.76389701032
11478719,1600.5310669871667
11478748,1593.2425289053128
11478836,1593.031240992286
11478891,1592.6423908312856
11478907,1592.3501798185164
11478927,1591.8885715531926
11479077,1591.8167992141491
11479146,1591.8167938989786
11479174,1601.0877218471276
11479196,1600.949347257016
11479203,1605.214097022183
11479276,1605.2118775927702
11479276,1605.2118775927702
11479276,1605.2118775927702
11479316,1581.0086561154503
11479320,1580.5852153682438
11479493,1580.5337398227755
11479641,1578.8970836663118
11479643,1578.857425427783
11479788,1578.4988821073944
11479804,1573.1900830454933
11479804,1573.1900830454933
11479805,1536.933990571753
11479812,1536.7213628221753
11479965,1536.0289009072756
11480023,1536.3492360668693
11480153,1536.321564873238
11480502,1532.2156663737212
11480612,1528.8039201899278
11480621,1528.793550346991
11480639,1528.8039201899278
11480976,1508.3717652077048
11481367,1539.2319764705837
11481424,1532.9572064071385
11481592,1539.2319730862353
11482266,1543.366995273795
11482455,1543.3530638740433
11482529,1543.441202250098
11482550,1543.483049370898
11482938,1543.4482142769245
11482961,1541.6429094127864
11483139,1519.3439268924913
11483301,1519.410796952752
11483685,1519.2747522251755
11483772,1520.2495910948026
11484078,1519.7851587234595
11484088,1519.7171046252915
11484288,1519.6293583388497
11484370,1519.6260008369397
11484467,1519.5573336329446
11484615,1519.4892957275774
11484652,1519.2428468295402
11484898,1518.9334157418666
11485072,1518.9320857613927
11485098,1518.7113268657258
11485100,1517.118376334601
11485137,1517.0858515073924
11485426,1517.0179825561552
11485427,1516.882662427634
11485513,1516.1810353815804
11485532,1516.253355529286
11485578,1516.226228753287
11485712,1516.1594987713365
11485775,1515.8978979972069
11485783,1515.8972200458554
11485884,1499.3986663710523
11485957,1499.3853299016616
11485996,1499.3786617000394
11486034,1499.045430271145
11486105,1498.2573846150733
11486109,1498.2101339517922
11486113,1499.5104482343638
11486178,1499.4437643937677
11486255,1496.7940579086805
11486258,1496.7367119766889
11486294,1496.5923799339296
11486311,1495.4905439221045
11486360,1495.0995685899659
11486421,1492.7788962786997
11486486,1492.4495966923832
11486627,1303.4110304841256
11486739,1303.359354378203
11486831,1335.9439016258307
11486872,1330.6472087459015
11486882,1326.302448421528
11487022,1372.3543503002475
11487029,1372.1224461742488
11487126,1372.1109923175281
11487173,1372.0998949557545
11487480,1372.06079027268
11487782,1371.5990635994933
11487812,1371.697456264256
11488016,1371.4512337995318
11488074,1371.3485837162343
11488145,1368.4211658731795
11488240,1368.7308070515585
11488258,1367.6906940361364
11488318,1365.2779220887594
11488428,1370.762039801971
11488750,1370.8309030850894
11488870,1369.0162267311384
11488873,1369.0031432909907
11489168,1366.9991181934759
11489173,1366.9934193131455
