Date,total_value_locked_(tvl) ($),gross_merchandise_value ($)
2022-12-08,6262692706.28,5374904107.42
2022-12-09,6332687575.15,5382466489.10
2022-12-10,6303424369.22,5385925603.22
2022-12-11,6317701067.41,5383908622.69
2022-12-12,6284051605.16,5376046594.97
2022-12-13,6306539163.34,5381676444.00
2022-12-14,6430415474.79,5365772770.02
2022-12-15,6380345929.99,5348661721.09
2022-12-16,6104087654.09,5329792320.68
2022-12-17,5880180838.65,5349819535.28
2022-12-18,5908308752.97,5354099605.05
2022-12-19,5954170107.68,5356950069.62
2022-12-20,5922214404.12,5368255765.53
2022-12-21,6019561089.72,5380930171.09
2022-12-22,6054299688.15,5375525236.89
2022-12-23,6048199997.52,5369578793.71
2022-12-24,6034969808.90,5360607998.63
2022-12-25,6041776410.77,5364287803.81
2022-12-26,6031416165.48,5351750368.44
2022-12-27,6030497704.10,5340643882.62
2022-12-28,5979235934.18,5314242698.22
2022-12-29,5900827555.74,5285823566.14
2022-12-30,5913836810.95,5279020456.54
