date,totalBorrow,totalValueLocked,utilizationRate,liquidity
28/06/2022,158843069.0751260202238497488575249,401164228.7479926151265018930347759,0.3959552165726861,242321159.6728666
29/06/2022,136314713.2473559873549146215334606,357798723.284445075868254786458998,0.3809815529693427,221484010.03708905
30/06/2022,131505588.9042562583311529991043926,344409404.1718451933463414950132484,0.3818292628230347,212903815.26758894
01/07/2022,120006601.1521539221287307390601803,325503333.7832039828586514142029865,0.36868009847199384,205496732.63105005
02/07/2022,140442826.020116363031753095104582,351373429.7678106098973937330022293,0.3996967730682474,210930603.74769422
03/07/2022,144417267.1696600565004766663526932,352584759.2669197687545593562282915,0.40959588687249754,208167492.09725973
04/07/2022,142418062.574918709262165413868697,351139626.394043190988767949372329,0.4055881246940198,208721563.8191245
05/07/2022,159262888.7425649524238406481423627,375905072.6972328292827387612780779,0.4236784771213792,216642183.9546679
06/07/2022,149875961.3242165981480378835191341,364745399.6600313494199898306553845,0.410905693297055,214869438.33581477
07/07/2022,151465994.3489512969899963220731106,368928930.582649996049735770970499,0.41055602256440243,217462936.2336987
08/07/2022,157707726.5734369142944159686723254,379408116.5618583834123261812715934,0.41566777221995566,221700389.98842144
09/07/2022,154012227.3861316636980028703420608,364515847.869614956288797579123366,0.422511746159308,210503620.48348328
10/07/2022,156738353.2024620937375702855243429,368779051.1163593972153735109362511,0.4250196770342225,212040697.9138973
11/07/2022,144060443.380258325348566685128341,351644818.7198654655178291795142621,0.4096760017812824,207584375.33960712
12/07/2022,143019553.716170739782242755015625,345155340.6195283148948551893697544,0.41436285893609875,202135786.90335757
13/07/2022,139832548.1082068714682029172632305,336130944.1312323631351849014300226,0.41600617422956865,196298396.0230255
14/07/2022,122979768.7867757111812535946689624,324739286.1084583003068974795127507,0.3787030828961736,201759517.32168257
15/07/2022,130648383.9724718000381484911602286,337859036.1944086592379739889786133,0.3866949525579507,207210652.22193685
16/07/2022,131928803.1550479735564709683761182,342219746.4014410874924133199803005,0.3855090319665213,210290943.24639314
17/07/2022,138319153.2104881887936098735722576,356108233.3025058737631011828647196,0.38841885773808893,217789080.09201765
18/07/2022,126581319.3471377338795099517614102,338504877.9299552972284578222938999,0.37394237897313376,211923558.58281755
19/07/2022,136129496.5619950858894790222571954,361846260.1987237676027362430570476,0.3762081069657417,225716763.6367287
20/07/2022,142937378.6071186999576106348303662,366822472.2485400607740303792523267,0.3896636368294025,223885093.64142135
21/07/2022,136012734.2414860737881405992149528,356204435.5548936992458603943272796,0.38183896848338245,220191701.3134076
22/07/2022,143384217.6443213055086958039238351,368044328.9272693079009980454108998,0.3895840972804557,224660111.282948
23/07/2022,140884218.6576415593467320730994426,362040844.0496305079124809118006376,0.3891390183543169,221156625.39198896
24/07/2022,135418369.8264794490928218305337227,356521839.0555229584758668111382126,0.37983190646952214,221103469.22904354
25/07/2022,146399164.7048508775782631146117747,369944596.6397472130644107376395368,0.3957326746615918,223545431.93489632
26/07/2022,136259912.214230870668209692825123,354101960.372443060139580923655476,0.3848041735519149,217842048.1582122
27/07/2022,128517582.7417400939850112772630381,333765523.7793088279523292836639019,0.3850534988949847,205247941.03756875
28/07/2022,154368382.8055864553368715278723548,380471201.6952350095244643538938031,0.4057294799653157,226102818.88964856
29/07/2022,159756714.5440965215913391571260667,392640425.3924731239522482545465398,0.406877907144706,232883710.84837657
30/07/2022,166604650.2663652761477888448917846,402866415.3327456050200218450092158,0.41354812395756285,236261765.06638032
31/07/2022,166899800.7745923594700142135290248,401349094.2707276291172482315159221,0.4158469600581959,234449293.49613526
01/08/2022,166088803.1091663926487561036392816,401616171.0546189866135568036715032,0.41355108454180906,235527367.94545263
02/08/2022,156295381.3646078128824223080735464,386781973.395456906787769200177831,0.4040916901905533,230486592.0308491
03/08/2022,153275484.2096187707737204010130038,385607652.457364081288841635836581,0.39749077393262094,232332168.2477453
04/08/2022,156189916.0230213102526446331043399,385673624.6812189314963395984334509,0.40497951124379095,229483708.6581976
05/08/2022,155212188.802338722771677634147582,373100973.0162462657055067311800187,0.41600585371719245,217888784.21390754
06/08/2022,167040339.4566455165477412311525741,382234882.2163540275143568532448512,0.43700966925906237,215194542.7597085
07/08/2022,167237020.6640299313837976449041847,380334826.2035158470293103231797234,0.43970998483988943,213097805.5394859
08/08/2022,165268007.1972019906213559966368103,378617699.5078559357288102088778132,0.43650364843488476,213349692.31065395
