timestamp,totalBorrowBalanceUSD,totalValueLockedUSD,totalDepositBalanceUSD
1646870150,9399854209.684494347444868386,15987876999.44252410980956288690134,15987876999.44252410980956288690134
1646953291,9401500308.053729618669201291,15623663368.79819196390985315338175,15623663368.79819196390985315338175
1647042937,9421312680.9400025411076599,15510783588.55278618441888158916477,15510783588.55278618441888158916477
1647129291,9434696750.341125089975648628,15587382514.50526403944893098708177,15587382514.50526403944893098708177
1647215879,9420204328.965498918516443618,15491964488.30579480062633366836649,15491964488.30579480062633366836649
1647302368,9417162352.963093436469167213,15401831911.03012173257556034646912,15401831911.03012173257556034646912
1647386847,9405310610.662175371804521412,15713994887.76008355174049995273113,15713994887.76008355174049995273113
1647474547,9409830602.723952464532073665,16089026530.64844631323548440978161,16089026530.64844631323548440978161
1647558149,9432097107.120961276996123471,16241165093.99222204961782665894333,16241165093.99222204961782665894333
1647646096,9479011256.729029271603574539,16768225378.18946526699321011522475,16768225378.18946526699321011522475
1647733985,9498815960.795649647178748496,16772378387.36986812705358186827438,16772378387.36986812705358186827438
1647820352,9559684277.356030359860044744,16511216863.98628953289966061400469,16511216863.98628953289966061400469
1647905669,9567925837.556666052142540383,16665525176.64335094684047755637093,16665525176.64335094684047755637093
1647992930,9518988573.449997048357651761,16921260847.9810693911373525414738,16921260847.9810693911373525414738
1648079986,9473527286.624678758254354658,16760366224.54283850356044878676294,16760366224.54283850356044878676294
1648165658,9320716931.717142299789413108,17063966609.3384157184008045955314,17063966609.3384157184008045955314
1648249307,9289008231.224398513436673238,17019735030.39485709648170806889415,17019735030.39485709648170806889415
1648338666,9255496869.51053232661876209,17045660818.00967799049303345740528,17045660818.00967799049303345740528
1648424734,9269738673.975053892079988719,17425414222.99408417408836862783848,17425414222.99408417408836862783848
1648511412,9246649996.732898839596797114,17801467352.62823675940743112308991,17801467352.62823675940743112308991
1648598381,9203679673.669064393868247009,17805957381.11342219328442596608061,17805957381.11342219328442596608061
1648684445,9234749586.11762570137651468,17721071650.58961721188062200506945,17721071650.58961721188062200506945
1648770215,9218328361.689722944710908526,15268849846.45602011159551938004119,15268849846.45602011159551938004119
1648856627,9208907170.273575591252433954,16130637628.72819177803602116566488,16130637628.72819177803602116566488
1648943653,9099965169.102719464607224172,16016018017.7721214338691537757251,16016018017.7721214338691537757251
1649029384,9086350091.980777538235272316,16138359688.42308742300265607442985,16138359688.42308742300265607442985
1649114969,9075886518.941846056193055004,16103370709.61529132829423623783507,16103370709.61529132829423623783507
1649203130,9054473288.580737985403270292,15915763653.76472891872572638803855,15915763653.76472891872572638803855
1649289448,8988043467.328649765109975878,15258878128.01194049126973621519972,15258878128.01194049126973621519972
1649375566,8962699047.517581640964676508,15520414169.72465053182953656555107,15520414169.72465053182953656555107
1649461380,9022342697.779513415803502262,15559569936.35234287303238050252618,15559569936.35234287303238050252618
1649547236,9012904751.534834178197023088,15481055796.40274827881444242686626,15481055796.40274827881444242686626
1649635199,9008778524.126438017832533714,15662403274.82633345211025209791584,15662403274.82633345211025209791584
1649721013,8793596121.802425789117940215,14487748390.18444326367466693038946,14487748390.18444326367466693038946
1649807450,8742024991.45725020127942209,14510224486.34190537053963650632358,14510224486.34190537053963650632358
1649893843,8720073364.78128358412833895,14731188703.78512647497636577737672,14731188703.78512647497636577737672
1649980114,8695769427.15941695717371447,14373754080.46817649029686435291585,14373754080.46817649029686435291585
1650067107,8679874774.769513763651965071,14451207640.59858565276977980252884,14451207640.59858565276977980252884
1650150685,8677598266.027900247302691344,14448729071.41492356931414491222206,14448729071.41492356931414491222206
1650239920,8644001159.995067647384063369,14455986221.59156058306423541046426,14455986221.59156058306423541046426
1650325808,8622899312.306375545333839745,14496161165.42226226353850388980821,14496161165.42226226353850388980821
1650410640,8599609367.141821553421252559,14625485015.39663402754752957642822,14625485015.39663402754752957642822
1650499175,8629438417.056705184614478317,14565324757.6443810950684977331196,14565324757.6443810950684977331196
1650583847,8604688637.556346992744536593,14520971124.57847480672175048315671,14520971124.57847480672175048315671
1650671477,8603467612.06953289257067231,14300433423.42644600259052208700609,14300433423.42644600259052208700609
